Genus,Trait_group,Trait,Trait_affinity
Amiocentrus,Female_disp_abbrev,Low,1
Amiocentrus,Habit_prim,Clinger,1
Amiocentrus,Habit_sec,Climber,1
Amiocentrus,Max_body_size_abbrev,Medium,0.833333333
Amiocentrus,Max_body_size_abbrev,Small,0.166666667
Amiocentrus,Resp_abbrev,Gills,1
Amiocentrus,Rheophily_abbrev,eros,1
Amiocentrus,Thermal_pref,Cold-cool eurythermal (0-15 C),0.333333333
Amiocentrus,Thermal_pref,Cool-warm eurythermal (5-30 C),0.666666667
Amiocentrus,Voltinism_abbrev,Bi_multivoltine,0.333333333
Amiocentrus,Voltinism_abbrev,Univoltine,0.666666667
Amphiagrion,Emerge_season_1,Spring,0.944444444
Amphiagrion,Emerge_season_1,Summer,0.055555556
Amphiagrion,Emerge_season_2,Fall,0.388888889
Amphiagrion,Emerge_season_2,Summer,0.611111111
Amphiagrion,Feed_prim_abbrev,PR,1
Amphiagrion,Female_disp_abbrev,Low,1
Amphiagrion,Habit_prim,Climber,1
Amphiagrion,Max_body_size_abbrev,Large,1
Amphiagrion,Rheophily_abbrev,depo,1
Amphiagrion,Thermal_pref,Hot euthermal (>30 C),1
Amphicosmoecus,AdultFlyingStrength_abbrev,Weak,1
Amphicosmoecus,Emerge_season_1,Fall,1
Amphicosmoecus,Emerge_season_2,Fall,1
Amphicosmoecus,Emerge_synch_abbrev,Well,1
Amphicosmoecus,Feed_prim_abbrev,SH,1
Amphicosmoecus,Female_disp_abbrev,Low,1
Amphicosmoecus,Habit_prim,Sprawler,1
Amphicosmoecus,Max_body_size_abbrev,Large,1
Amphicosmoecus,Resp_abbrev,Gills,1
Amphicosmoecus,Rheophily_abbrev,depo_eros,1
Amphicosmoecus,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Amphicosmoecus,Voltinism_abbrev,Univoltine,1
Amphinemura,AdultFlyingStrength_abbrev,Weak,1
Amphinemura,Emerge_season_1,Spring,0.375
Amphinemura,Emerge_season_1,Summer,0.375
Amphinemura,Emerge_season_1,Winter,0.25
Amphinemura,Emerge_season_2,Fall,0.5
Amphinemura,Emerge_season_2,Spring,0.25
Amphinemura,Emerge_season_2,Summer,0.25
Amphinemura,Emerge_synch_abbrev,Well,1
Amphinemura,Feed_prim_abbrev,CF,0.1
Amphinemura,Feed_prim_abbrev,SH,0.9
Amphinemura,Female_disp_abbrev,Low,1
Amphinemura,Habit_prim,Sprawler,1
Amphinemura,Max_body_size_abbrev,Small,1
Amphinemura,Resp_abbrev,Gills,0.9
Amphinemura,Resp_abbrev,Tegument,0.1
Amphinemura,Rheophily_abbrev,depo_eros,0.666666667
Amphinemura,Rheophily_abbrev,eros,0.333333333
Amphinemura,Thermal_pref,Cold-cool eurythermal (0-15 C),0.444444444
Amphinemura,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Amphinemura,Thermal_pref,Warm eurythermal (15-30 C),0.222222222
Amphinemura,Voltinism_abbrev,Univoltine,1
Amphizoa,Feed_prim_abbrev,PR,1
Amphizoa,Habit_prim,Clinger,1
Ampumixis,Habit_prim,Clinger,1
Ampumixis,Habit_sec,Burrower,1
Ampumixis,Max_body_size_abbrev,Small,1
Ampumixis,Resp_abbrev,Gills,1
Ampumixis,Thermal_pref,Cold stenothermal (<5 C),0.5
Ampumixis,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Anabolia,Feed_prim_abbrev,SH,1
Anabolia,Habit_prim,Climber,0.666666667
Anabolia,Habit_prim,Sprawler,0.333333333
Anabolia,Max_body_size_abbrev,Large,1
Anabolia,Resp_abbrev,Gills,1
Anabolia,Rheophily_abbrev,depo,1
Anabolia,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Anabolia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.25
Anabolia,Thermal_pref,Hot euthermal (>30 C),0.25
Anacaena,AdultFlyingStrength_abbrev,Strong,0.5
Anacaena,AdultFlyingStrength_abbrev,Weak,0.5
Anacaena,Emerge_season_1,Summer,1
Anacaena,Emerge_season_2,Fall,1
Anacaena,Emerge_synch_abbrev,Well,1
Anacaena,Feed_prim_abbrev,PR,0.5
Anacaena,Feed_prim_abbrev,SH,0.5
Anacaena,Female_disp_abbrev,Low,1
Anacaena,Habit_prim,Burrower,0.75
Anacaena,Habit_prim,Crawler,0.125
Anacaena,Habit_prim,Swimmer,0.125
Anacaena,Habit_sec,Climber,1
Anacaena,Max_body_size_abbrev,Small,1
Anacaena,Resp_abbrev,Tegument,1
Anacaena,Rheophily_abbrev,depo,1
Anacaena,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Anacaena,Voltinism_abbrev,Univoltine,1
Anacroneuria,AdultFlyingStrength_abbrev,Strong,1
Anacroneuria,Emerge_season_1,Spring,1
Anacroneuria,Emerge_season_2,Spring,1
Anacroneuria,Feed_prim_abbrev,PR,1
Anacroneuria,Habit_prim,Clinger,1
Anacroneuria,Max_body_size_abbrev,Medium,0.5
Anacroneuria,Max_body_size_abbrev,Small,0.5
Anacroneuria,Resp_abbrev,Gills,1
Anacroneuria,Rheophily_abbrev,eros,1
Anacroneuria,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Anacroneuria,Voltinism_abbrev,Univoltine,1
Anagapetus,AdultFlyingStrength_abbrev,Weak,1
Anagapetus,Emerge_season_1,Spring,0.5
Anagapetus,Emerge_season_1,Summer,0.5
Anagapetus,Emerge_season_2,Spring,0.333333333
Anagapetus,Emerge_season_2,Summer,0.666666667
Anagapetus,Emerge_synch_abbrev,Well,1
Anagapetus,Feed_prim_abbrev,HB,1
Anagapetus,Female_disp_abbrev,Low,1
Anagapetus,Habit_prim,Clinger,1
Anagapetus,Max_body_size_abbrev,Small,1
Anagapetus,Resp_abbrev,Tegument,1
Anagapetus,Rheophily_abbrev,eros,1
Anagapetus,Thermal_pref,Cold stenothermal (<5 C),0.25
Anagapetus,Thermal_pref,Cold-cool eurythermal (0-15 C),0.75
Anagapetus,Voltinism_abbrev,Univoltine,1
Analetris,Emerge_season_1,Summer,1
Analetris,Feed_prim_abbrev,PR,1
Analetris,Habit_prim,Swimmer,1
Analetris,Habit_sec,Clinger,1
Analetris,Rheophily_abbrev,depo_eros,1
Analetris,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Anatopynia,AdultFlyingStrength_abbrev,Strong,1
Anatopynia,Emerge_season_1,Winter,1
Anatopynia,Emerge_season_2,Summer,1
Anatopynia,Feed_prim_abbrev,PR,1
Anatopynia,Max_body_size_abbrev,Medium,1
Anatopynia,Rheophily_abbrev,depo,1
Anatopynia,Voltinism_abbrev,Univoltine,1
Anax,AdultFlyingStrength_abbrev,Strong,1
Anax,Emerge_season_1,Spring,0.68627451
Anax,Emerge_season_1,Summer,0.274509804
Anax,Emerge_season_1,Winter,0.039215686
Anax,Emerge_season_2,Fall,0.448979592
Anax,Emerge_season_2,Spring,0.142857143
Anax,Emerge_season_2,Summer,0.244897959
Anax,Emerge_season_2,Winter,0.163265306
Anax,Emerge_synch_abbrev,Poorly,1
Anax,Feed_prim_abbrev,PR,1
Anax,Female_disp_abbrev,High,1
Anax,Habit_prim,Climber,0.5
Anax,Habit_prim,Clinger,0.5
Anax,Habit_sec,Climber,0.5
Anax,Habit_sec,Swimmer,0.5
Anax,Max_body_size_abbrev,Large,0.75
Anax,Max_body_size_abbrev,Medium,0.25
Anax,Resp_abbrev,Gills,1
Anax,Rheophily_abbrev,depo,0.94
Anax,Rheophily_abbrev,depo_eros,0.06
Anax,Thermal_pref,Cold-cool eurythermal (0-15 C),0.2
Anax,Thermal_pref,Warm eurythermal (15-30 C),0.8
Anax,Voltinism_abbrev,Bi_multivoltine,0.083333333
Anax,Voltinism_abbrev,Semivoltine,0.083333333
Anax,Voltinism_abbrev,Univoltine,0.833333333
Anchycteis,Feed_prim_abbrev,SH,1
Anchycteis,Habit_prim,Burrower,1
Anchycteis,Rheophily_abbrev,depo_eros,1
Anchytarsus,Feed_prim_abbrev,SH,1
Anchytarsus,Habit_prim,Clinger,0.5
Anchytarsus,Habit_prim,Sprawler,0.5
Anchytarsus,Rheophily_abbrev,eros,1
Anchytarsus,Voltinism_abbrev,Semivoltine,1
Ancyronyx,AdultFlyingStrength_abbrev,Weak,1
Ancyronyx,Emerge_season_1,Summer,1
Ancyronyx,Emerge_season_2,Fall,1
Ancyronyx,Emerge_synch_abbrev,Poorly,1
Ancyronyx,Feed_mode_sec,CF,1
Ancyronyx,Feed_prim_abbrev,CG,0.833333333
Ancyronyx,Feed_prim_abbrev,HB,0.166666667
Ancyronyx,Female_disp_abbrev,High,1
Ancyronyx,Habit_prim,Clinger,1
Ancyronyx,Habit_sec,Sprawler,1
Ancyronyx,Max_body_size_abbrev,Small,1
Ancyronyx,Resp_abbrev,Gills,0.25
Ancyronyx,Resp_abbrev,Tegument,0.75
Ancyronyx,Rheophily_abbrev,eros,1
Ancyronyx,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Ancyronyx,Voltinism_abbrev,Semivoltine,0.166666667
Ancyronyx,Voltinism_abbrev,Univoltine,0.833333333
Anepeorus,Emerge_season_1,Spring,0.4
Anepeorus,Emerge_season_1,Summer,0.6
Anepeorus,Emerge_season_2,Summer,1
Anepeorus,Feed_prim_abbrev,PR,1
Anepeorus,Habit_prim,Sprawler,1
Anepeorus,Habit_sec,Swimmer,1
Anepeorus,Max_body_size_abbrev,Medium,0.333333333
Anepeorus,Max_body_size_abbrev,Small,0.666666667
Anepeorus,Resp_abbrev,Gills,1
Anepeorus,Thermal_pref,Warm eurythermal (15-30 C),1
Anepeorus,Voltinism_abbrev,Univoltine,1
Anisocentropus,AdultFlyingStrength_abbrev,Weak,1
Anisocentropus,Emerge_season_1,Spring,1
Anisocentropus,Emerge_season_2,Fall,0.5
Anisocentropus,Emerge_season_2,Spring,0.5
Anisocentropus,Emerge_synch_abbrev,Well,1
Anisocentropus,Feed_prim_abbrev,SH,1
Anisocentropus,Habit_prim,Sprawler,1
Anisocentropus,Max_body_size_abbrev,Large,0.666666667
Anisocentropus,Max_body_size_abbrev,Medium,0.333333333
Anisocentropus,Resp_abbrev,Gills,1
Anisocentropus,Rheophily_abbrev,depo,0.8
Anisocentropus,Rheophily_abbrev,depo_eros,0.2
Anisocentropus,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Anisocentropus,Thermal_pref,Warm eurythermal (15-30 C),0.5
Anisocentropus,Voltinism_abbrev,Semivoltine,1
Anodocheilus,Feed_prim_abbrev,PR,1
Anodocheilus,Habit_prim,Swimmer,1
Anodocheilus,Habit_sec,Climber,1
Anopheles,AdultFlyingStrength_abbrev,Weak,1
Anopheles,Emerge_season_1,Spring,1
Anopheles,Emerge_season_2,Fall,0.5
Anopheles,Emerge_season_2,Spring,0.5
Anopheles,Emerge_synch_abbrev,Well,1
Anopheles,Feed_prim_abbrev,CF,0.714285714
Anopheles,Feed_prim_abbrev,CG,0.142857143
Anopheles,Feed_prim_abbrev,PA,0.142857143
Anopheles,Female_disp_abbrev,Low,1
Anopheles,Habit_prim,Planktonic,0.166666667
Anopheles,Habit_prim,Swimmer,0.833333333
Anopheles,Habit_sec,Swimmer,1
Anopheles,Max_body_size_abbrev,Small,1
Anopheles,Resp_abbrev,Plastron_spiracle,1
Anopheles,Rheophily_abbrev,depo,1
Anopheles,Thermal_pref,Warm eurythermal (15-30 C),1
Anopheles,Voltinism_abbrev,Bi_multivoltine,0.6
Anopheles,Voltinism_abbrev,Univoltine,0.4
Anthopotamus,AdultFlyingStrength_abbrev,Weak,1
Anthopotamus,Emerge_season_1,Spring,0.444444444
Anthopotamus,Emerge_season_1,Summer,0.555555556
Anthopotamus,Emerge_season_2,Fall,0.25
Anthopotamus,Emerge_season_2,Summer,0.75
Anthopotamus,Emerge_synch_abbrev,Poorly,1
Anthopotamus,Feed_prim_abbrev,CF,0.6
Anthopotamus,Feed_prim_abbrev,CG,0.4
Anthopotamus,Female_disp_abbrev,Low,1
Anthopotamus,Habit_prim,Burrower,0.6
Anthopotamus,Habit_prim,Clinger,0.4
Anthopotamus,Habit_sec,Sprawler,1
Anthopotamus,Max_body_size_abbrev,Medium,1
Anthopotamus,Resp_abbrev,Gills,1
Anthopotamus,Rheophily_abbrev,depo,0.8
Anthopotamus,Rheophily_abbrev,eros,0.2
Anthopotamus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Anthopotamus,Voltinism_abbrev,Univoltine,1
Antichaeta,Feed_mode_sec,PR,1
Antichaeta,Feed_prim_abbrev,PR,1
Antichaeta,Habit_prim,Burrower,1
Antichaeta,Rheophily_abbrev,depo,1
Antillocladius,Max_body_size_abbrev,Small,1
Antillopsyche,Feed_prim_abbrev,PR,1
Antillopsyche,Max_body_size_abbrev,Medium,1
Antocha,AdultFlyingStrength_abbrev,Weak,1
Antocha,Emerge_season_1,Spring,1
Antocha,Emerge_season_2,Fall,1
Antocha,Emerge_synch_abbrev,Poorly,1
Antocha,Feed_prim_abbrev,CG,0.666666667
Antocha,Feed_prim_abbrev,SH,0.333333333
Antocha,Female_disp_abbrev,Low,1
Antocha,Habit_prim,Clinger,0.857142857
Antocha,Habit_prim,Sprawler,0.142857143
Antocha,Max_body_size_abbrev,Medium,1
Antocha,Resp_abbrev,Gills,1
Antocha,Rheophily_abbrev,depo_eros,0.714285714
Antocha,Rheophily_abbrev,eros,0.285714286
Antocha,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Antocha,Thermal_pref,Warm eurythermal (15-30 C),0.666666667
Antocha,Voltinism_abbrev,Bi_multivoltine,0.555555556
Antocha,Voltinism_abbrev,Univoltine,0.444444444
Apatania,AdultFlyingStrength_abbrev,Weak,1
Apatania,Emerge_season_1,Spring,1
Apatania,Emerge_season_2,Spring,0.333333333
Apatania,Emerge_season_2,Summer,0.666666667
Apatania,Emerge_synch_abbrev,Well,1
Apatania,Feed_mode_sec,CG,0.5
Apatania,Feed_mode_sec,HB,0.5
Apatania,Feed_prim_abbrev,CF,0.1
Apatania,Feed_prim_abbrev,HB,0.9
Apatania,Female_disp_abbrev,Low,1
Apatania,Habit_prim,Clinger,1
Apatania,Habit_sec,Climber,1
Apatania,Max_body_size_abbrev,Medium,0.8
Apatania,Max_body_size_abbrev,Small,0.2
Apatania,Resp_abbrev,Gills,0.8
Apatania,Resp_abbrev,Tegument,0.2
Apatania,Rheophily_abbrev,depo,0.2
Apatania,Rheophily_abbrev,eros,0.8
Apatania,Thermal_pref,Cold stenothermal (<5 C),0.285714286
Apatania,Thermal_pref,Cold-cool eurythermal (0-15 C),0.714285714
Apatania,Voltinism_abbrev,Univoltine,1
Apatolestes,Emerge_season_1,Summer,1
Apatolestes,Feed_prim_abbrev,PR,1
Apatolestes,Habit_prim,Burrower,0.5
Apatolestes,Habit_prim,Sprawler,0.5
Apatolestes,Max_body_size_abbrev,Medium,1
Apatolestes,Rheophily_abbrev,depo,1
Apedilum,AdultFlyingStrength_abbrev,Strong,1
Apedilum,Emerge_season_1,Spring,0.5
Apedilum,Emerge_season_1,Winter,0.5
Apedilum,Emerge_season_2,Fall,1
Apedilum,Feed_prim_abbrev,CG,1
Apedilum,Habit_prim,Sprawler,1
Apedilum,Max_body_size_abbrev,Small,1
Apedilum,Resp_abbrev,Tegument,1
Apedilum,Rheophily_abbrev,depo,0.5
Apedilum,Rheophily_abbrev,depo_eros,0.5
Apedilum,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Apedilum,Voltinism_abbrev,Bi_multivoltine,1
Aphylla,AdultFlyingStrength_abbrev,Strong,0.666666667
Aphylla,AdultFlyingStrength_abbrev,Weak,0.333333333
Aphylla,Emerge_season_1,Spring,0.666666667
Aphylla,Emerge_season_1,Summer,0.333333333
Aphylla,Emerge_season_2,Fall,0.5
Aphylla,Emerge_season_2,Summer,0.5
Aphylla,Emerge_synch_abbrev,Well,1
Aphylla,Feed_prim_abbrev,PR,1
Aphylla,Female_disp_abbrev,High,0.5
Aphylla,Female_disp_abbrev,Low,0.5
Aphylla,Habit_prim,Burrower,1
Aphylla,Max_body_size_abbrev,Large,1
Aphylla,Resp_abbrev,Gills,1
Aphylla,Rheophily_abbrev,depo,0.583333333
Aphylla,Rheophily_abbrev,depo_eros,0.416666667
Aphylla,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Aphylla,Voltinism_abbrev,Semivoltine,1
Apobaetis,AdultFlyingStrength_abbrev,Weak,1
Apobaetis,Emerge_season_1,Summer,1
Apobaetis,Emerge_season_2,Summer,1
Apobaetis,Emerge_synch_abbrev,Poorly,1
Apobaetis,Feed_prim_abbrev,CG,1
Apobaetis,Female_disp_abbrev,Low,1
Apobaetis,Habit_prim,Swimmer,1
Apobaetis,Habit_sec,Clinger,1
Apobaetis,Max_body_size_abbrev,Small,1
Apobaetis,Resp_abbrev,Gills,1
Apobaetis,Rheophily_abbrev,depo_eros,0.5
Apobaetis,Rheophily_abbrev,eros,0.5
Apobaetis,Thermal_pref,Cool-warm eurythermal (5-30 C),0.25
Apobaetis,Thermal_pref,Warm eurythermal (15-30 C),0.75
Apobaetis,Voltinism_abbrev,Bi_multivoltine,1
Apsectrotanypus,AdultFlyingStrength_abbrev,Strong,1
Apsectrotanypus,Feed_prim_abbrev,PR,1
Apsectrotanypus,Habit_prim,Burrower,1
Apsectrotanypus,Habit_sec,Sprawler,1
Apsectrotanypus,Max_body_size_abbrev,Small,1
Apsectrotanypus,Resp_abbrev,Tegument,1
Apsectrotanypus,Voltinism_abbrev,Bi_multivoltine,1
Aquarius,AdultFlyingStrength_abbrev,Weak,1
Aquarius,Emerge_synch_abbrev,Well,1
Aquarius,Feed_prim_abbrev,PR,1
Aquarius,Female_disp_abbrev,Low,1
Aquarius,Habit_prim,Skater,0.888888889
Aquarius,Habit_prim,Swimmer,0.111111111
Aquarius,Max_body_size_abbrev,Medium,0.75
Aquarius,Max_body_size_abbrev,Small,0.25
Aquarius,Resp_abbrev,Plastron_spiracle,1
Aquarius,Rheophily_abbrev,depo,1
Aquarius,Thermal_pref,Cool-warm eurythermal (5-30 C),0.166666667
Aquarius,Thermal_pref,Warm eurythermal (15-30 C),0.833333333
Aquarius,Voltinism_abbrev,Bi_multivoltine,0.857142857
Aquarius,Voltinism_abbrev,Univoltine,0.142857143
Archilestes,AdultFlyingStrength_abbrev,Strong,0.2
Archilestes,AdultFlyingStrength_abbrev,Weak,0.8
Archilestes,Emerge_season_1,Spring,0.5
Archilestes,Emerge_season_1,Summer,0.5
Archilestes,Emerge_season_2,Fall,0.555555556
Archilestes,Emerge_season_2,Winter,0.444444444
Archilestes,Emerge_synch_abbrev,Well,1
Archilestes,Feed_prim_abbrev,PR,1
Archilestes,Female_disp_abbrev,Low,1
Archilestes,Habit_prim,Climber,1
Archilestes,Max_body_size_abbrev,Large,1
Archilestes,Resp_abbrev,Gills,0.285714286
Archilestes,Resp_abbrev,Tegument,0.714285714
Archilestes,Rheophily_abbrev,depo,0.780487805
Archilestes,Rheophily_abbrev,depo_eros,0.024390244
Archilestes,Rheophily_abbrev,eros,0.195121951
Archilestes,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Archilestes,Voltinism_abbrev,Univoltine,1
Arctocorisa,Feed_mode_sec,PR,1
Arctocorisa,Feed_prim_abbrev,HB,1
Arctocorisa,Habit_prim,Swimmer,1
Arctocorisa,Max_body_size_abbrev,Medium,1
Arctopelopia,Feed_prim_abbrev,PR,1
Arctopelopia,Habit_prim,Sprawler,1
Arctopora,Feed_prim_abbrev,SH,1
Arctopora,Habit_prim,Climber,1
Arctopora,Max_body_size_abbrev,Medium,1
Arctopora,Resp_abbrev,Gills,1
Arctopora,Rheophily_abbrev,depo,1
Arctopora,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Arctopora,Voltinism_abbrev,Univoltine,1
Arctopsyche,AdultFlyingStrength_abbrev,Weak,1
Arctopsyche,Emerge_season_1,Spring,0.555555556
Arctopsyche,Emerge_season_1,Summer,0.444444444
Arctopsyche,Emerge_season_2,Spring,0.230769231
Arctopsyche,Emerge_season_2,Summer,0.769230769
Arctopsyche,Emerge_synch_abbrev,Well,1
Arctopsyche,Feed_mode_sec,CF,0.428571429
Arctopsyche,Feed_mode_sec,PR,0.428571429
Arctopsyche,Feed_mode_sec,SH,0.142857143
Arctopsyche,Feed_prim_abbrev,CF,0.533333333
Arctopsyche,Feed_prim_abbrev,CG,0.066666667
Arctopsyche,Feed_prim_abbrev,PR,0.333333333
Arctopsyche,Feed_prim_abbrev,SH,0.066666667
Arctopsyche,Female_disp_abbrev,Low,1
Arctopsyche,Habit_prim,Clinger,1
Arctopsyche,Max_body_size_abbrev,Large,0.5
Arctopsyche,Max_body_size_abbrev,Medium,0.5
Arctopsyche,Resp_abbrev,Gills,0.833333333
Arctopsyche,Resp_abbrev,Tegument,0.166666667
Arctopsyche,Rheophily_abbrev,eros,1
Arctopsyche,Thermal_pref,Cold-cool eurythermal (0-15 C),0.818181818
Arctopsyche,Thermal_pref,Cool-warm eurythermal (5-30 C),0.181818182
Arctopsyche,Voltinism_abbrev,Semivoltine,0.4
Arctopsyche,Voltinism_abbrev,Univoltine,0.6
Arcynopteryx,Emerge_season_1,Spring,1
Arcynopteryx,Emerge_season_2,Summer,1
Arcynopteryx,Rheophily_abbrev,eros,1
Argia,AdultFlyingStrength_abbrev,Weak,1
Argia,Emerge_season_1,Spring,0.625550661
Argia,Emerge_season_1,Summer,0.303964758
Argia,Emerge_season_1,Winter,0.070484581
Argia,Emerge_season_2,Fall,0.762114537
Argia,Emerge_season_2,Spring,0.035242291
Argia,Emerge_season_2,Summer,0.105726872
Argia,Emerge_season_2,Winter,0.0969163
Argia,Emerge_synch_abbrev,Well,1
Argia,Feed_prim_abbrev,PR,1
Argia,Female_disp_abbrev,Low,1
Argia,Habit_prim,Climber,0.107142857
Argia,Habit_prim,Clinger,0.5
Argia,Habit_prim,Sprawler,0.392857143
Argia,Habit_sec,Climber,0.333333333
Argia,Habit_sec,Clinger,0.333333333
Argia,Habit_sec,Swimmer,0.333333333
Argia,Max_body_size_abbrev,Large,0.666666667
Argia,Max_body_size_abbrev,Medium,0.333333333
Argia,Resp_abbrev,Gills,0.428571429
Argia,Resp_abbrev,Tegument,0.571428571
Argia,Rheophily_abbrev,depo,0.131455399
Argia,Rheophily_abbrev,depo_eros,0.610328638
Argia,Rheophily_abbrev,eros,0.258215962
Argia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.222222222
Argia,Thermal_pref,Warm eurythermal (15-30 C),0.777777778
Argia,Voltinism_abbrev,Semivoltine,0.066666667
Argia,Voltinism_abbrev,Univoltine,0.933333333
Argyra,Feed_prim_abbrev,PR,1
Argyra,Habit_prim,Sprawler,1
Argyra,Habit_sec,Burrower,1
Argyra,Max_body_size_abbrev,Medium,1
Arigomphus,AdultFlyingStrength_abbrev,Strong,1
Arigomphus,Emerge_season_1,Spring,0.75
Arigomphus,Emerge_season_1,Summer,0.25
Arigomphus,Emerge_season_2,Fall,0.071428571
Arigomphus,Emerge_season_2,Summer,0.928571429
Arigomphus,Emerge_synch_abbrev,Well,1
Arigomphus,Feed_prim_abbrev,PR,1
Arigomphus,Female_disp_abbrev,Low,1
Arigomphus,Habit_prim,Burrower,0.833333333
Arigomphus,Habit_prim,Clinger,0.166666667
Arigomphus,Habit_sec,Burrower,1
Arigomphus,Max_body_size_abbrev,Large,0.5
Arigomphus,Max_body_size_abbrev,Medium,0.5
Arigomphus,Resp_abbrev,Gills,1
Arigomphus,Rheophily_abbrev,depo,1
Arigomphus,Thermal_pref,Cool-warm eurythermal (5-30 C),0.666666667
Arigomphus,Thermal_pref,Warm eurythermal (15-30 C),0.333333333
Arigomphus,Voltinism_abbrev,Semivoltine,1
Arthroplea,Emerge_season_1,Spring,1
Arthroplea,Emerge_season_2,Spring,1
Arthroplea,Feed_prim_abbrev,CF,0.75
Arthroplea,Feed_prim_abbrev,CG,0.25
Arthroplea,Habit_prim,Burrower,0.5
Arthroplea,Habit_prim,Swimmer,0.5
Arthroplea,Habit_sec,Clinger,1
Arthroplea,Max_body_size_abbrev,Medium,1
Arthroplea,Resp_abbrev,Gills,1
Arthroplea,Rheophily_abbrev,depo,1
Arthroplea,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Arthroplea,Voltinism_abbrev,Univoltine,1
Asheum,Rheophily_abbrev,depo,1
Asheum,Thermal_pref,Warm eurythermal (15-30 C),1
Asioplax,Feed_prim_abbrev,CG,1
Asioplax,Habit_prim,Sprawler,1
Asioplax,Rheophily_abbrev,depo,1
Asphondylia,Feed_prim_abbrev,SH,1
Asphondylia,Voltinism_abbrev,Bi_multivoltine,1
Asynarchus,AdultFlyingStrength_abbrev,Weak,1
Asynarchus,Emerge_synch_abbrev,Well,1
Asynarchus,Feed_prim_abbrev,SH,1
Asynarchus,Female_disp_abbrev,Low,1
Asynarchus,Habit_prim,Climber,1
Asynarchus,Max_body_size_abbrev,Large,0.333333333
Asynarchus,Max_body_size_abbrev,Medium,0.666666667
Asynarchus,Resp_abbrev,Gills,1
Asynarchus,Rheophily_abbrev,depo,0.333333333
Asynarchus,Rheophily_abbrev,depo_eros,0.666666667
Asynarchus,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Asynarchus,Voltinism_abbrev,Univoltine,1
Asyndetus,Feed_prim_abbrev,PR,1
Asyndetus,Habit_prim,Sprawler,1
Asyndetus,Habit_sec,Burrower,1
Atherix,AdultFlyingStrength_abbrev,Weak,1
Atherix,Emerge_season_1,Summer,1
Atherix,Emerge_season_2,Summer,1
Atherix,Emerge_synch_abbrev,Well,1
Atherix,Feed_prim_abbrev,PR,1
Atherix,Female_disp_abbrev,Low,1
Atherix,Habit_prim,Sprawler,1
Atherix,Habit_sec,Burrower,1
Atherix,Max_body_size_abbrev,Medium,0.833333333
Atherix,Max_body_size_abbrev,Small,0.166666667
Atherix,Resp_abbrev,Tegument,1
Atherix,Rheophily_abbrev,depo_eros,0.833333333
Atherix,Rheophily_abbrev,eros,0.166666667
Atherix,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Atherix,Thermal_pref,Warm eurythermal (15-30 C),0.666666667
Atherix,Voltinism_abbrev,Univoltine,1
Athripsodes,Emerge_season_1,Spring,0.444444444
Athripsodes,Emerge_season_1,Summer,0.444444444
Athripsodes,Emerge_season_1,Winter,0.111111111
Athripsodes,Emerge_season_2,Fall,0.2
Athripsodes,Emerge_season_2,Summer,0.8
Athyroglossa,Feed_prim_abbrev,CG,1
Athyroglossa,Habit_prim,Burrower,1
Atopsyche,Feed_prim_abbrev,PR,1
Atopsyche,Habit_prim,Clinger,1
Atopsyche,Max_body_size_abbrev,Large,1
Atopsyche,Rheophily_abbrev,eros,1
Atopsyche,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Atractelmis,Habit_prim,Clinger,1
Atractelmis,Max_body_size_abbrev,Small,1
Atractelmis,Resp_abbrev,Gills,1
Atractelmis,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Atrichopogon,AdultFlyingStrength_abbrev,Weak,1
Atrichopogon,Emerge_synch_abbrev,Poorly,1
Atrichopogon,Feed_prim_abbrev,CF,0.142857143
Atrichopogon,Feed_prim_abbrev,CG,0.285714286
Atrichopogon,Feed_prim_abbrev,PR,0.571428571
Atrichopogon,Female_disp_abbrev,Low,1
Atrichopogon,Habit_prim,Clinger,0.166666667
Atrichopogon,Habit_prim,Sprawler,0.666666667
Atrichopogon,Habit_prim,Swimmer,0.166666667
Atrichopogon,Habit_sec,Clinger,1
Atrichopogon,Max_body_size_abbrev,Small,1
